ECO_ID,SpeciesNumber,BiomeType,GF_H,GF_W,LC_A,LC_P,PH_D,PH_E,RS_F,RS_T,PT_M,PT_U,LS_C,LS_S,LM_E,LM_L,LV_P,LV_R,SS_B,SS_U,IF_D,IF_I,OP_E,OP_H,FS_A,FS_Z,PF_C,PF_S,FT_D,FT_F,FD_D,FD_I
40118,5885.933333,Trop/Subtrop Forests,0.462156634,0.537843366,0.096162528,0.903837472,0.430134417,0.569865583,0.659785301,0.340214699,0.285956528,0.714043472,0.142899234,0.857100766,0.486111111,0.513888889,0.182436371,0.817563629,0.715182482,0.284817518,0.396050214,0.603949786,0.278332092,0.721667908,0.712739506,0.287260494,0.585106383,0.414893617,0.688022284,0.311977716,0.431794567,0.568205433
40119,2035.666667,Trop/Subtrop Forests,0.498324958,0.501675042,0.098891353,0.901108647,0.314020857,0.685979143,0.751428571,0.248571429,0.283075601,0.716924399,0.152441614,0.847558386,0.653489809,0.346510191,0.287337662,0.712662338,0.726669432,0.273330568,0.353045013,0.646954987,0.345766974,0.654233026,0.580499795,0.419500205,0.568122271,0.431877729,0.705906996,0.294093004,0.488500852,0.511499148
40120,350.6,Trop/Subtrop Forests,0.515075377,0.484924623,0.236363636,0.763636364,0.359832636,0.640167364,0.461538462,0.538461538,0.275590551,0.724409449,0.229219144,0.770780856,0.608024691,0.391975309,0.183279743,0.816720257,0.759493671,0.240506329,0.419270833,0.580729167,0.229219144,0.770780856,0.664122137,0.335877863,0.541666667,0.458333333,0.690954774,0.309045226,0.508860759,0.491139241
40121,546.0666667,Trop/Subtrop Forests,0.563862928,0.436137072,0.094754653,0.905245347,0.257281553,0.742718447,0.838461538,0.161538462,0.2336,0.7664,0.119937695,0.880062305,0.655778894,0.344221106,0.386178862,0.613821138,0.716049383,0.283950617,0.307060755,0.692939245,0.349845201,0.650154799,0.588685015,0.411314985,0.597110754,0.402889246,0.728527607,0.271472393,0.489731438,0.510268562
40123,1191.866667,Trop/Subtrop Forests,0.295947902,0.704052098,0.05794948,0.94205052,0.17699115,0.82300885,0.7,0.3,0.32942899,0.67057101,0.141327623,0.858672377,0.680873181,0.319126819,0.185283688,0.814716312,0.66098081,0.33901919,0.452253629,0.547746371,0.32444124,0.67555876,0.722417428,0.277582572,0.559618442,0.440381558,0.560672515,0.439327485,0.422764228,0.577235772
40124,946,Trop/Subtrop Forests,0.478460128,0.521539872,0.176470588,0.823529412,0.34953271,0.65046729,0.651898734,0.348101266,0.300561798,0.699438202,0.167592593,0.832407407,0.647412756,0.352587244,0.182897862,0.817102138,0.762340037,0.237659963,0.43490566,0.56509434,0.245437956,0.754562044,0.664527956,0.335472044,0.537944284,0.462055716,0.698630137,0.301369863,0.534080299,0.465919701
40129,751.9333333,Trop/Subtrop Forests,0.327944573,0.672055427,0.067216981,0.932783019,0.149779736,0.850220264,0.65060241,0.34939759,0.293103448,0.706896552,0.110102157,0.889897843,0.703525641,0.296474359,0.216833096,0.783166904,0.657954545,0.342045455,0.460591133,0.539408867,0.329493088,0.670506912,0.733258929,0.266741071,0.558227848,0.441772152,0.574418605,0.425581395,0.440898345,0.559101655
40134,721.7333333,Trop/Subtrop Forests,0.566350711,0.433649289,0.233502538,0.766497462,0.424148607,0.575851393,0.6484375,0.3515625,0.282208589,0.717791411,0.165865385,0.834134615,0.659863946,0.340136054,0.259904913,0.740095087,0.776470588,0.223529412,0.399267399,0.600732601,0.21754386,0.78245614,0.560802834,0.439197166,0.580291971,0.419708029,0.76733255,0.23266745,0.549819928,0.450180072
40135,682.4666667,Trop/Subtrop Forests,0.469336671,0.530663329,0.142476698,0.857523302,0.330128205,0.669871795,0.712765957,0.287234043,0.336351876,0.663648124,0.121827411,0.878172589,0.725694444,0.274305556,0.238249595,0.761750405,0.774875622,0.225124378,0.452506596,0.547493404,0.280199253,0.719800747,0.607187113,0.392812887,0.542153048,0.457846952,0.667503137,0.332496863,0.506988564,0.493011436
40136,438.3333333,Trop/Subtrop Forests,0.303149606,0.696850394,0.016129032,0.983870968,0.153558052,0.846441948,0.944444444,0.055555556,0.256,0.744,0.177734375,0.822265625,0.728291317,0.271708683,0.268765133,0.731234867,0.704854369,0.295145631,0.358208955,0.641791045,0.383534137,0.616465863,0.666666667,0.333333333,0.650826446,0.349173554,0.562992126,0.437007874,0.463709677,0.536290323
40137,5363.466667,Trop/Subtrop Forests,0.411792905,0.588207095,0.065188617,0.934811383,0.321533923,0.678466077,0.683870968,0.316129032,0.284191238,0.715808762,0.150809061,0.849190939,0.587188612,0.412811388,0.204922954,0.795077046,0.724462151,0.275537849,0.384693189,0.615306811,0.335551948,0.664448052,0.665448188,0.334551812,0.582087044,0.417912956,0.647907648,0.352092352,0.465309446,0.534690554
40144,673.7333333,Trop/Subtrop Forests,0.332084894,0.667915106,0.023376623,0.976623377,0.099173554,0.900826446,0.852459016,0.147540984,0.296954315,0.703045685,0.102595797,0.897404203,0.748582231,0.251417769,0.256528418,0.743471582,0.680693069,0.319306931,0.398591549,0.601408451,0.378768021,0.621231979,0.673291925,0.326708075,0.579310345,0.420689655,0.521568627,0.478431373,0.437994723,0.562005277
40146,2551.2,Trop/Subtrop Forests,0.259149357,0.740850643,0.045718185,0.954281815,0.0975,0.9025,0.790393013,0.209606987,0.275710419,0.724289581,0.159683273,0.840316727,0.750258532,0.249741468,0.18340249,0.81659751,0.666226913,0.333773087,0.430780295,0.569219705,0.250344353,0.749655647,0.77044335,0.22955665,0.617316342,0.382683658,0.533930417,0.466069583,0.377445749,0.622554251
40149,4376.666667,Trop/Subtrop Forests,0.391193238,0.608806762,0.079626244,0.920373756,0.301535974,0.698464026,0.641319943,0.358680057,0.281793979,0.718206021,0.148914991,0.851085009,0.591553209,0.408446791,0.183513248,0.816486752,0.703253626,0.296746374,0.405785124,0.594214876,0.298088411,0.701911589,0.710748674,0.289251326,0.5917603,0.4082397,0.636579572,0.363420428,0.433594535,0.566405465
40150,659.3333333,Trop/Subtrop Forests,0.353096179,0.646903821,0.093663912,0.906336088,0.286516854,0.713483146,0.62195122,0.37804878,0.317631225,0.682368775,0.166887417,0.833112583,0.655109489,0.344890511,0.109028961,0.890971039,0.747700394,0.252299606,0.477088949,0.522911051,0.259640103,0.740359897,0.710967742,0.289032258,0.526737968,0.473262032,0.60311284,0.39688716,0.434782609,0.565217391
40151,1159.533333,Trop/Subtrop Forests,0.367256637,0.632743363,0.078926598,0.921073402,0.2616179,0.7383821,0.657534247,0.342465753,0.319327731,0.680672269,0.141474311,0.858525689,0.687436159,0.312563841,0.150997151,0.849002849,0.751104566,0.248895434,0.44198895,0.55801105,0.277452416,0.722547584,0.70754717,0.29245283,0.544891641,0.455108359,0.561946903,0.438053097,0.453055142,0.546944858
40152,687.6,Trop/Subtrop Forests,0.42484472,0.57515528,0.032552083,0.967447917,0.185714286,0.814285714,0.815533981,0.184466019,0.245524297,0.754475703,0.148962149,0.851037851,0.685009488,0.314990512,0.353796446,0.646203554,0.707768187,0.292231813,0.328418231,0.671581769,0.477876106,0.522123894,0.648845687,0.351154313,0.587301587,0.412698413,0.603703704,0.396296296,0.495024876,0.504975124
40154,550.6,Trop/Subtrop Forests,0.369158879,0.630841121,0.088852989,0.911147011,0.118243243,0.881756757,0.723684211,0.276315789,0.335987261,0.664012739,0.125,0.875,0.708154506,0.291845494,0.174242424,0.825757576,0.775541796,0.224458204,0.455149502,0.544850498,0.294303797,0.705696203,0.727134146,0.272865854,0.572881356,0.427118644,0.588996764,0.411003236,0.437908497,0.562091503
40155,301.4,Trop/Subtrop Forests,0.548104956,0.451895044,0.079113924,0.920886076,0.141509434,0.858490566,0.788461538,0.211538462,0.35694051,0.64305949,0.0626703,0.9373297,0.68879668,0.31120332,0.319148936,0.680851064,0.8,0.2,0.384615385,0.615384615,0.374647887,0.625352113,0.6,0.4,0.529069767,0.470930233,0.677053824,0.322946176,0.502824859,0.497175141
40158,1425.333333,Trop/Subtrop Forests,0.24925816,0.75074184,0.039156627,0.960843373,0.102477477,0.897522523,0.780701754,0.219298246,0.244622004,0.755377996,0.172068356,0.827931644,0.731046931,0.268953069,0.166666667,0.833333333,0.615110054,0.384889946,0.413261889,0.586738111,0.271186441,0.728813559,0.75147232,0.24852768,0.641176471,0.358823529,0.554606467,0.445393533,0.417808219,0.582191781
40159,850.3333333,Trop/Subtrop Forests,0.369765066,0.630234934,0.041194645,0.958805355,0.106728538,0.893271462,0.788888889,0.211111111,0.269269269,0.730730731,0.140350877,0.859649123,0.65356623,0.34643377,0.221204188,0.778795812,0.683743842,0.316256158,0.391705069,0.608294931,0.382413088,0.617586912,0.656007752,0.343992248,0.605561277,0.394438723,0.602040816,0.397959184,0.475103734,0.524896266
40162,157.4666667,Trop/Subtrop Forests,0.4375,0.5625,0.175438596,0.824561404,0.303278689,0.696721311,0.59375,0.40625,0.314285714,0.685714286,0.232954545,0.767045455,0.610738255,0.389261745,0.163265306,0.836734694,0.731428571,0.268571429,0.441860465,0.558139535,0.188571429,0.811428571,0.715909091,0.284090909,0.512048193,0.487951807,0.651428571,0.348571429,0.497142857,0.502857143
40163,1725.866667,Trop/Subtrop Forests,0.334313725,0.665686275,0.052304505,0.947695495,0.140407288,0.859592712,0.767326733,0.232673267,0.327291037,0.672708963,0.15339233,0.84660767,0.727609178,0.272390822,0.228448276,0.771551724,0.679587831,0.320412169,0.440337909,0.559662091,0.296859169,0.703140831,0.704191033,0.295808967,0.576190476,0.423809524,0.571644042,0.428355958,0.418461538,0.581538462
40166,425.7333333,Trop/Subtrop Forests,0.529774127,0.470225873,0.261146497,0.738853503,0.469465649,0.530534351,0.409090909,0.590909091,0.274468085,0.725531915,0.20997921,0.79002079,0.555837563,0.444162437,0.152777778,0.847222222,0.76446281,0.23553719,0.412393162,0.587606838,0.181818182,0.818181818,0.672877847,0.327122153,0.540598291,0.459401709,0.740206186,0.259793814,0.492693111,0.507306889
40167,621,Trop/Subtrop Forests,0.576815642,0.423184358,0.123348018,0.876651982,0.222551929,0.777448071,0.712418301,0.287581699,0.264663805,0.735336195,0.159722222,0.840277778,0.64845173,0.35154827,0.315217391,0.684782609,0.700842697,0.299157303,0.362951807,0.637048193,0.387955182,0.612044818,0.630705394,0.369294606,0.605067064,0.394932936,0.683029453,0.316970547,0.459915612,0.540084388
40168,609.1333333,Trop/Subtrop Forests,0.425320057,0.574679943,0.129032258,0.870967742,0.143209877,0.856790123,0.642105263,0.357894737,0.227405248,0.772594752,0.18651363,0.81348637,0.669793621,0.330206379,0.225,0.775,0.663338088,0.336661912,0.394537178,0.605462822,0.216642755,0.783357245,0.694602273,0.305397727,0.645962733,0.354037267,0.657971014,0.342028986,0.430249633,0.569750367
40169,580.5333333,Trop/Subtrop Forests,0.287202381,0.712797619,0.055214724,0.944785276,0.186170213,0.813829787,0.780821918,0.219178082,0.296296296,0.703703704,0.142857143,0.857142857,0.644295302,0.355704698,0.190721649,0.809278351,0.669139466,0.330860534,0.428571429,0.571428571,0.273952096,0.726047904,0.726047904,0.273952096,0.640253566,0.359746434,0.571644042,0.428355958,0.363496933,0.636503067
40170,1289,Trop/Subtrop Forests,0.598666667,0.401333333,0.157342657,0.842657343,0.361764706,0.638235294,0.677966102,0.322033898,0.261516655,0.738483345,0.138368984,0.861631016,0.54017425,0.45982575,0.321973094,0.678026906,0.713142095,0.286857905,0.370833333,0.629166667,0.284563758,0.715436242,0.696151249,0.303848751,0.614685315,0.385314685,0.73458445,0.26541555,0.416442049,0.583557951
40171,1334.666667,Trop/Subtrop Forests,0.504892368,0.495107632,0.126951799,0.873048201,0.283354511,0.716645489,0.660516605,0.339483395,0.273584906,0.726415094,0.156311315,0.843688685,0.589380531,0.410619469,0.22875817,0.77124183,0.708737864,0.291262136,0.388888889,0.611111111,0.268403909,0.731596091,0.700325733,0.299674267,0.610309278,0.389690722,0.67840835,0.32159165,0.417880795,0.582119205
40172,3650.6,Trop/Subtrop Forests,0.629638383,0.370361617,0.149569496,0.850430504,0.422324511,0.577675489,0.654648956,0.345351044,0.258161728,0.741838272,0.143637227,0.856362773,0.541653055,0.458346945,0.305041481,0.694958519,0.739990579,0.260009421,0.347188264,0.652811736,0.323182247,0.676817753,0.661305582,0.338694418,0.61436301,0.38563699,0.745742668,0.254257332,0.446275072,0.553724928
40201,476.0666667,Trop/Subtrop Forests,0.496336996,0.503663004,0.245283019,0.754716981,0.389285714,0.610714286,0.511904762,0.488095238,0.282527881,0.717472119,0.245318352,0.754681648,0.618266979,0.381733021,0.133333333,0.866666667,0.770220588,0.229779412,0.446728972,0.553271028,0.182481752,0.817518248,0.634369287,0.365630713,0.576850095,0.423149905,0.741284404,0.258715596,0.541044776,0.458955224
40202,1968.6,Trop/Subtrop Forests,0.470894874,0.529105126,0.120603015,0.879396985,0.293515358,0.706484642,0.76899696,0.23100304,0.27537511,0.72462489,0.173245614,0.826754386,0.686390533,0.313609467,0.286348502,0.713651498,0.746545769,0.253454231,0.361098604,0.638901396,0.263089572,0.736910428,0.601871544,0.398128456,0.596483318,0.403516682,0.697167756,0.302832244,0.477100934,0.522899066
40203,193.8,Trop/Subtrop Forests,0.55,0.45,0.259433962,0.740566038,0.434108527,0.565891473,0.511111111,0.488888889,0.302325581,0.697674419,0.228310502,0.771689498,0.581005587,0.418994413,0.15819209,0.84180791,0.770642202,0.229357798,0.411214953,0.588785047,0.217592593,0.782407407,0.625570776,0.374429224,0.528571429,0.471428571,0.783410138,0.216589862,0.571428571,0.428571429
40204,523.6666667,Trop/Subtrop Forests,0.461028192,0.538971808,0.213913043,0.786086957,0.336538462,0.663461538,0.531914894,0.468085106,0.294416244,0.705583756,0.210884354,0.789115646,0.651214128,0.348785872,0.168085106,0.831914894,0.774086379,0.225913621,0.459459459,0.540540541,0.169154229,0.830845771,0.69115192,0.30884808,0.595524957,0.404475043,0.694352159,0.305647841,0.484745763,0.515254237
40206,870.4666667,Trop/Subtrop Forests,0.596230159,0.403769841,0.295670539,0.704329461,0.447247706,0.552752294,0.563157895,0.436842105,0.296714579,0.703285421,0.172924901,0.827075099,0.601360544,0.398639456,0.250652742,0.749347258,0.79009901,0.20990099,0.464358452,0.535641548,0.155688623,0.844311377,0.657057654,0.342942346,0.568527919,0.431472081,0.788690476,0.211309524,0.531124498,0.468875502
40207,538.5333333,Trop/Subtrop Forests,0.545307443,0.454692557,0.242424242,0.757575758,0.436619718,0.563380282,0.614678899,0.385321101,0.279187817,0.720812183,0.186385737,0.813614263,0.608333333,0.391666667,0.211618257,0.788381743,0.783870968,0.216129032,0.460526316,0.539473684,0.183574879,0.816425121,0.631067961,0.368932039,0.509966777,0.490033223,0.740740741,0.259259259,0.539967374,0.460032626
40209,753.3333333,Trop/Subtrop Forests,0.405092593,0.594907407,0.166073547,0.833926453,0.37752809,0.62247191,0.522123894,0.477876106,0.293697979,0.706302021,0.232476636,0.767523364,0.65060241,0.34939759,0.123123123,0.876876877,0.773041475,0.226958525,0.43890866,0.56109134,0.206896552,0.793103448,0.702298851,0.297701149,0.543062201,0.456937799,0.67816092,0.32183908,0.507638073,0.492361927
40210,845.6666667,Trop/Subtrop Forests,0.347208122,0.652791878,0.077731092,0.922268908,0.204793028,0.795206972,0.79047619,0.20952381,0.292355372,0.707644628,0.157142857,0.842857143,0.73964497,0.26035503,0.228004957,0.771995043,0.727547931,0.272452069,0.424731183,0.575268817,0.285418821,0.714581179,0.695477387,0.304522613,0.589382449,0.410617551,0.602238047,0.397761953,0.455394191,0.544605809
40211,302.2666667,Trop/Subtrop Forests,0.336134454,0.663865546,0.099125364,0.900874636,0.217877095,0.782122905,0.65,0.35,0.287790698,0.712209302,0.252148997,0.747851003,0.644067797,0.355932203,0.189781022,0.810218978,0.646892655,0.353107345,0.406432749,0.593567251,0.213450292,0.786549708,0.731843575,0.268156425,0.638629283,0.361370717,0.588571429,0.411428571,0.431884058,0.568115942
40212,346.8666667,Trop/Subtrop Forests,0.438596491,0.561403509,0.154046997,0.845953003,0.29281768,0.70718232,0.75862069,0.24137931,0.287878788,0.712121212,0.161616162,0.838383838,0.653979239,0.346020761,0.217391304,0.782608696,0.753768844,0.246231156,0.426735219,0.573264781,0.2025,0.7975,0.695979899,0.304020101,0.634210526,0.365789474,0.664987406,0.335012594,0.459390863,0.540609137
40301,817.1333333,Trop/Subtrop Forests,0.721930745,0.278069255,0.21509009,0.78490991,0.5,0.5,0.452554745,0.547445255,0.302083333,0.697916667,0.152197213,0.847802787,0.545454545,0.454545455,0.330275229,0.669724771,0.813807531,0.186192469,0.303974221,0.696025779,0.352502662,0.647497338,0.549102429,0.450897571,0.582359192,0.417640808,0.847916667,0.152083333,0.548691099,0.451308901
40401,730.2666667,Temp Forests,0.61547619,0.38452381,0.135862913,0.864137087,0.405714286,0.594285714,0.555555556,0.444444444,0.292620865,0.707379135,0.138954869,0.861045131,0.510606061,0.489393939,0.286173633,0.713826367,0.802107728,0.197892272,0.335411471,0.664588529,0.335731415,0.664268585,0.597889801,0.402110199,0.536374846,0.463625154,0.764775414,0.235224586,0.547079857,0.452920143
40403,540.8,Temp Forests,0.766929134,0.233070866,0.248333333,0.751666667,0.641350211,0.358649789,0.330543933,0.669456067,0.299115044,0.700884956,0.196428571,0.803571429,0.413934426,0.586065574,0.229946524,0.770053476,0.800316957,0.199683043,0.3089701,0.6910299,0.269291339,0.730708661,0.652866242,0.347133758,0.535188216,0.464811784,0.8514377,0.1485623,0.4592,0.5408
40501,448.6666667,Temp Forests,0.694029851,0.305970149,0.077227723,0.922772277,0.623529412,0.376470588,0.628205128,0.371794872,0.255555556,0.744444444,0.161904762,0.838095238,0.472295515,0.527704485,0.253164557,0.746835443,0.826247689,0.173752311,0.322834646,0.677165354,0.263757116,0.736242884,0.679245283,0.320754717,0.530651341,0.469348659,0.828358209,0.171641791,0.586011342,0.413988658
40502,360,Temp Forests,0.799528302,0.200471698,0.279187817,0.720812183,0.62962963,0.37037037,0.352517986,0.647482014,0.317073171,0.682926829,0.22327791,0.77672209,0.416938111,0.583061889,0.218253968,0.781746032,0.81030445,0.18969555,0.303178484,0.696821516,0.233100233,0.766899767,0.661938534,0.338061466,0.564593301,0.435406699,0.873831776,0.126168224,0.487058824,0.512941176
40701,234.0666667,Grasslands,0.603773585,0.396226415,0.285714286,0.714285714,0.420689655,0.579310345,0.473684211,0.526315789,0.287937743,0.712062257,0.218045113,0.781954887,0.528571429,0.471428571,0.225352113,0.774647887,0.808270677,0.191729323,0.391304348,0.608695652,0.180451128,0.819548872,0.622641509,0.377358491,0.544401544,0.455598456,0.80075188,0.19924812,0.465909091,0.534090909
41001,1274.6,Grasslands,0.293441515,0.706558485,0.009491525,0.990508475,0.115328467,0.884671533,0.886363636,0.113636364,0.286986301,0.713013699,0.094117647,0.905882353,0.725330621,0.274669379,0.272879933,0.727120067,0.68452381,0.31547619,0.408856089,0.591143911,0.405369128,0.594630872,0.716601816,0.283398184,0.584011843,0.415988157,0.534599729,0.465400271,0.406164384,0.593835616
41301,587.2,Deserts & Drylands,0.533432392,0.466567608,0.248447205,0.751552795,0.403076923,0.596923077,0.5,0.5,0.298461538,0.701538462,0.208395802,0.791604198,0.625708885,0.374291115,0.150390625,0.849609375,0.786666667,0.213333333,0.465151515,0.534848485,0.188512518,0.811487482,0.665676077,0.334323923,0.536474164,0.463525836,0.747058824,0.252941176,0.554559043,0.445440957
41303,568.4,Deserts & Drylands,0.593558282,0.406441718,0.325806452,0.674193548,0.508361204,0.491638796,0.298611111,0.701388889,0.246753247,0.753246753,0.192366412,0.807633588,0.575815739,0.424184261,0.178423237,0.821576763,0.801857585,0.198142415,0.437888199,0.562111801,0.157012195,0.842987805,0.689127106,0.310872894,0.582417582,0.417582418,0.825954198,0.174045802,0.547987616,0.452012384
41402,205.2666667,Trop/Subtrop Forests,0.510460251,0.489539749,0.177777778,0.822222222,0.173228346,0.826771654,0.675,0.325,0.326086957,0.673913043,0.237068966,0.762931034,0.662921348,0.337078652,0.211640212,0.788359788,0.728813559,0.271186441,0.379464286,0.620535714,0.211206897,0.788793103,0.679324895,0.320675105,0.63963964,0.36036036,0.710638298,0.289361702,0.424892704,0.575107296
41405,893.7333333,Trop/Subtrop Forests,0.102466793,0.897533207,0.012440191,0.987559809,0.05794948,0.94205052,0.833333333,0.166666667,0.23454367,0.76545633,0.170272813,0.829727187,0.825513196,0.174486804,0.130381304,0.869618696,0.650047939,0.349952061,0.487153135,0.512846865,0.224903475,0.775096525,0.830855019,0.169144981,0.688297872,0.311702128,0.503510532,0.496489468,0.335805085,0.664194915
50201,817.8666667,Trop/Subtrop Forests,0.548289738,0.451710262,0.257478632,0.742521368,0.512658228,0.487341772,0.448275862,0.551724138,0.261202186,0.738797814,0.173553719,0.826446281,0.537931034,0.462068966,0.218914186,0.781085814,0.740101523,0.259898477,0.419017764,0.580982236,0.256206554,0.743793446,0.721,0.279,0.50524109,0.49475891,0.815494393,0.184505607,0.501664817,0.498335183
50302,4192.266667,Trop/Subtrop Forests,0.690335306,0.309664694,0.1645896,0.8354104,0.538338658,0.461661342,0.47706422,0.52293578,0.271399224,0.728600776,0.138193471,0.861806529,0.548858106,0.451141894,0.34296397,0.65703603,0.751518714,0.248481286,0.293499802,0.706500198,0.367238095,0.632761905,0.672140649,0.327859351,0.509320505,0.490679495,0.873277702,0.126722298,0.446153846,0.553846154
50303,4163.2,Trop/Subtrop Forests,0.624875424,0.375124576,0.123349924,0.876650076,0.489841986,0.510158014,0.471624266,0.528375734,0.272665303,0.727334697,0.116859768,0.883140232,0.538749532,0.461250468,0.29165247,0.70834753,0.761199921,0.238800079,0.346291866,0.653708134,0.379560649,0.620439351,0.717868948,0.282131052,0.480640584,0.519359416,0.833659491,0.166340509,0.437474707,0.562525293
50401,1565.733333,Temp Forests,0.78883361,0.21116639,0.140616246,0.859383754,0.767790262,0.232209738,0.549693252,0.450306748,0.254452926,0.745547074,0.169444444,0.830555556,0.379176379,0.620823621,0.396768402,0.603231598,0.735587583,0.264412417,0.298016997,0.701983003,0.288013319,0.711986681,0.733146067,0.266853933,0.644038791,0.355961209,0.842222222,0.157777778,0.401334074,0.598665926
50402,2408.733333,Temp Forests,0.78683834,0.21316166,0.173532629,0.826467371,0.73480663,0.26519337,0.56261343,0.43738657,0.264873676,0.735126324,0.149141631,0.850858369,0.399589111,0.600410889,0.36440678,0.63559322,0.746794872,0.253205128,0.316538883,0.683461117,0.290024849,0.709975151,0.724375226,0.275624774,0.613377435,0.386622565,0.850805009,0.149194991,0.422031474,0.577968526
50403,2807.6,Temp Forests,0.787181846,0.212818154,0.169757938,0.830242062,0.721350078,0.278649922,0.555049355,0.444950645,0.262098199,0.737901801,0.142156863,0.857843137,0.405668733,0.594331267,0.370983447,0.629016553,0.752836553,0.247163447,0.310096905,0.689903095,0.288888889,0.711111111,0.733602735,0.266397265,0.609840175,0.390159825,0.853157572,0.146842428,0.413010126,0.586989874
50404,2433.8,Temp Forests,0.822096717,0.177903283,0.213483146,0.786516854,0.750524109,0.249475891,0.580388693,0.419611307,0.254846527,0.745153473,0.151313485,0.848686515,0.422187171,0.577812829,0.398254228,0.601745772,0.747021724,0.252978276,0.315107914,0.684892086,0.276425591,0.723574409,0.727272727,0.272727273,0.61640878,0.38359122,0.875043999,0.124956001,0.414934836,0.585065164
50405,1560.733333,Temp Forests,0.805510535,0.194489465,0.287485908,0.712514092,0.64640884,0.35359116,0.509984639,0.490015361,0.238442822,0.761557178,0.151055766,0.848944234,0.49137931,0.50862069,0.410517388,0.589482612,0.746883469,0.253116531,0.309866962,0.690133038,0.264201501,0.735798499,0.701965066,0.298034934,0.586381542,0.413618458,0.88919214,0.11080786,0.428017719,0.571982281
50406,1498.733333,Temp Forests,0.822880372,0.177119628,0.147492625,0.852507375,0.74137931,0.25862069,0.587134503,0.412865497,0.222593583,0.777406417,0.143023256,0.856976744,0.406779661,0.593220339,0.455615942,0.544384058,0.726956522,0.273043478,0.269916766,0.730083234,0.275882013,0.724117987,0.720943953,0.279056047,0.657910448,0.342089552,0.865585168,0.134414832,0.401044689,0.598955311
50407,2088.066667,Temp Forests,0.808298755,0.191701245,0.180584994,0.819415006,0.765352887,0.234647113,0.532272325,0.467727675,0.22574354,0.77425646,0.146788991,0.853211009,0.394988067,0.605011933,0.414650098,0.585349902,0.733167082,0.266832918,0.28437633,0.71562367,0.273893256,0.726106744,0.74017744,0.25982256,0.652378911,0.347621089,0.859459459,0.140540541,0.395581492,0.604418508
50408,1076,Temp Forests,0.812652068,0.187347932,0.169950739,0.830049261,0.726169844,0.273830156,0.547021944,0.452978056,0.210280374,0.789719626,0.14811784,0.85188216,0.409144197,0.590855803,0.454314721,0.545685279,0.724249797,0.275750203,0.258091286,0.741908714,0.276561233,0.723438767,0.730484799,0.269515201,0.672834315,0.327165685,0.857258719,0.142741281,0.376116978,0.623883022
50409,1658.333333,Temp Forests,0.814122534,0.185877466,0.265491453,0.734508547,0.673652695,0.326347305,0.59375,0.40625,0.245063879,0.754936121,0.141752577,0.858247423,0.460093897,0.539906103,0.425384615,0.574615385,0.728395062,0.271604938,0.30221519,0.69778481,0.28,0.72,0.721406086,0.278593914,0.60042735,0.39957265,0.886704604,0.113295396,0.411490683,0.588509317
50410,2050.733333,Temp Forests,0.798312236,0.201687764,0.154177433,0.845822567,0.742667928,0.257332072,0.551912568,0.448087432,0.22826087,0.77173913,0.146570089,0.853429911,0.400854179,0.599145821,0.420212766,0.579787234,0.73392555,0.26607445,0.283051582,0.716948418,0.265116279,0.734883721,0.736188437,0.263811563,0.650980392,0.349019608,0.855513308,0.144486692,0.396282214,0.603717786
50411,2920.4,Temp Forests,0.761524823,0.238475177,0.186152445,0.813847555,0.727822581,0.272177419,0.513533285,0.486466715,0.242978003,0.757021997,0.151973879,0.848026121,0.411068864,0.588931136,0.375698324,0.624301676,0.750073768,0.249926232,0.314781022,0.685218978,0.269729093,0.730270907,0.730077891,0.269922109,0.633751146,0.366248854,0.84751773,0.15248227,0.423864648,0.576135352
50412,1505.666667,Temp Forests,0.823931624,0.176068376,0.234030197,0.765969803,0.741134752,0.258865248,0.57771261,0.42228739,0.255634256,0.744365744,0.149321267,0.850678733,0.438250429,0.561749571,0.394205443,0.605794557,0.735625705,0.264374295,0.298723898,0.701276102,0.298136646,0.701863354,0.71815562,0.28184438,0.593023256,0.406976744,0.891922639,0.108077361,0.42645382,0.57354618
50413,3473.4,Temp Forests,0.76611509,0.23388491,0.184968153,0.815031847,0.690666667,0.309333333,0.582312925,0.417687075,0.255962285,0.744037715,0.138143314,0.861856686,0.445906433,0.554093567,0.370666667,0.629333333,0.751842752,0.248157248,0.314285714,0.685714286,0.284666178,0.715333822,0.722918756,0.277081244,0.597094801,0.402905199,0.854711396,0.145288604,0.423314399,0.576685601
50414,2532.8,Temp Forests,0.789168937,0.210831063,0.180132914,0.819867086,0.75965327,0.24034673,0.532283465,0.467716535,0.242150706,0.757849294,0.149488055,0.850511945,0.382685686,0.617314314,0.395121951,0.604878049,0.749659401,0.250340599,0.302562303,0.697437697,0.280826558,0.719173442,0.73340285,0.26659715,0.646603309,0.353396691,0.852117486,0.147882514,0.40424803,0.59575197
50415,2118.533333,Temp Forests,0.83028083,0.16971917,0.185123276,0.814876724,0.76252505,0.23747495,0.5294635,0.4705365,0.233901515,0.766098485,0.146890344,0.853109656,0.403361345,0.596638655,0.425865447,0.574134553,0.744922827,0.255077173,0.288093256,0.711906744,0.269339814,0.730660186,0.72261265,0.27738735,0.64417435,0.35582565,0.864081633,0.135918367,0.393556281,0.606443719
